id,document,label
7221,'21년 건설공사 발주실적 자료 제출 협조 (유관기관),5
7222,「재난안전 장기교육과정 모듈별 교과목 가이드라인 개발」연구용역 기술평가 위원 추천요청,4
7223,도시재생예비사업 주간 실집행 실적 자료(3.26.기준) 제출,13
7224,2021년  4월 조달교육원 온라인 실시간 원격교육(재택수업) 신청 안내,4
7225,행정 처분 시 행정심판 절차 고지 등 협조 요청,4
7226,새만금 수상태양광(700MW) 공유수면 점용·사용 인허가 비용 납부 동의 요청,8
7227,2021년 중소기업 판로혁신 지원방안 및 마케팅지원사업 홍보 협조 요청,11
7228,제12회 순환골재 및 순환골재 재활용제품 우수활용사례 공모 알림,7
7229,2021년 발주처 온라인 기술설명회 개최 안내,7
7230,의원발의「지방공기업법」개정안에 대한 의견조회,1
7231,2021년 온라인(재택형) 제1기 행정법실무과정-종합(중앙ㆍ지방ㆍ공공) 교육 신청 안내,4
7232,「공공주택특별법」일부개정법률안에 대한 의견 조회(김은혜의원 대표발의 등 발의안 8건),2
7233,2021년 중증장애인생산품 우선구매 이행계획 송부 및 우선구매 협조요청,5
7234,2021년 가명정보 활용 컨설팅 운영 안내,3
7235,2021년도 공공기관 청렴도 측정기관별 국민권익위 담당자 변경 안내,12
7236,도시개발지구 토지거래 감사에 따른 협조 요청,12
7237,소규모재생사업(예비사업 포함) 주간 실집행 실적 자료(3.26.기준) 제출 요청,13
7238,2021년도 공공주택 입주자 소득 및 자산기준 등 통보,11
7239,2021년 4월 주택도시기금 사업자대출 수요조사 실시,5
7240,"노사협의회 ""근로자위원"" 변경 알림",4
7241,재택교육「쉽게 이해하는 민원응대 기초과정 제1기」 교육운영 안내,4
7242,「전북 혁신도시 인권경영협의체」회의 개최 알림,12
7243,2020년 지방공기업 결산자료 통합결산시스템 입력 요청,5
7244,국민연금공단 임직원 외부강의등 실시현황 자료 제출 협조요청,12
7245,수사협조의뢰에 따른 자료제출 요청,12
7246,「2021 목포시 시정종합가이드영상 제작 용역」제안서 평가위원(후보자) 추천 요청,12
7247,민원 빅데이터 동향「국민의 소리」제609호 알림,4
7248,지방공공기관 지원을 위한 수요조사 실시,1
7249,공공부문 간편인증서비스(전자서명 공통기반) 신청 수요조사 요청,3
7250,'21년 제1차 새만금 사업관리 협의회 개최알림 및 회의자료 제출 요청,7
7251,인천도시공사 2020년 인권영향평가 보고서 공유,12
7252,계약취소주택 재공급 시 참고사항 알림,11
7253,서울주택도시공사 2020년도 인권경영 성과보고서 공유,12
7254,전국도시재생지원센터협의회 21년 정기총회 개최 알림 및 유공자 후보추천 안내,13
7255,2021년 제2차 청렴사회민관협의회 결과 공유,12
7256,제안서 정량평가 수행 요청(352130069-00),5
7257,2021년도 하반기 적용 공직유관단체 지정 고시를 위한 변동사항 제출,12
7258,2021년 개인정보보호 교육계획 알림,3
7259,재택교육「빅데이터 활용 과정」 교육운영 안내,4
7260,2021년 4월 농식품공무원교육원 집합교육 추가모집 안내,4
7261,재택교육「공공기관 채용계획 실무과정 제1기」 교육운영 안내,4
7262,재택교육「공공기관 인사관리과정 제1기」교육운영 안내,4
7263,공공데이터 예방적 품질관리 진단 가이드 배포,3
7264,2021년 온라인(재택형) 제3기 입법역량 종합과정(중앙ㆍ공공)  및 제1기 사례중심 실무 건축법제과정(중앙ㆍ공공) 교육 신청 안내,4
7265,수사협조요청(순창 순화지구 도시개발사업 관련자료),12
7266,도시재생전략계획 수립 가이드라인 개정 알림,13
7267,유찰에 따른 구매업무 협의,5
7268,2021년도 반부패 청렴정책 추진지침 송부,12
7269,&#65378;도시재생사업 종합성과평가&#65379; 관련 워크샵 개최 알림,13
7270,&#65378;도시재생사업 종합성과평가&#65379; 관련 워크샵 참석 요청,13
7271,중증장애인생산품 신규 생산품목 공모전 참가 안내,5
7272,부패·공익신고 처리 및 신고자 보호 등에 관한 운영지침 표준안 배포,12
7273,저소득계층 임대보증금 지원대상자 채권양도 해지 요청(조순*),11
7274,2021년 온라인(재택형) 제3기 입법역량 종합과정(중앙ㆍ공공)  및 제1기 사례중심 실무 건축법제과정(중앙ㆍ공공) 교육 신청 안내,4
7275,2021년도 제1차 녹색제품 구매지침 교육 실시 알림,5
7276,「2021년 공공기관 개인정보 관리수준 진단」온라인 설명회 개최 안내,3
7277,안전관리계획서(변경) 보완검토(5차)의견 회신(전주 만성지구 A-2BL 공공임대주택 건설공사),10
7278,2021년 지역건설산업 활성화 위원회 회의결과 알림 (유관기관),4
7279,'21년 제2차 실현가능성 및 타당성 평가 요청서 제출 요청,13
7280,「서천군 도시재생전략계획 변경 및 인정사업계획 수립 용역」제안서 평가위원(후보자) 재공개 모집,2
7281,파주도시관광공사 임직원 외부강의등 실태점검 자료 협조 요청,12
7282,?부패방지 및 국민권익위원회의 설치와 운영에 관한 법률? 일부개정법률안(윤두현 의원 대표발의) 의견조회,12
7283,2021년 지방공기업 미디어 창작 우수사례 공모 안내,12
7284,인증신제품(NEP) 구매계획 제출 재요청,5
7285,출연기관 임대료 감면 등 현황조사 제출(‘21년 2월 말 누적기준),11
7286,2021년 하반기 대학생 공기관 직무인턴 참여기관 수요조사 협조요청,4
7287,국회의원(조응천 의원) 요구자료 제출 요청,1
7288,중증장애인생산품 신규 생산 품목 공모전 참가 안내(지방공기업),5
7289,우선협상대상자 알림 및 추가 협상 실시 요청,5
7290,2020년 부패방지교육(법정의무교육) 실적제출 독촉요청(공직유관단체),12
7291,박덕흠 국회의원 요구자료 제출 요청,1
7292,2021년 지방공기업 미디어 창작 우수사례 공모 안내,12
7293,'21년 4월 국토교통인재개발원 교육 과정(실시간 온라인 교육) 신청 안내,4
7294,수사협조요청(순창 순화지구 도시개발사업 관련자료),9
7295,경상북도개발공사 제9대 사장 취임 알림,1
7296,2021년 공공기관 에너지이용 합리화 추진실적 제출 안내,6
7297,′21년도 세종시 출자·출연기관(장) 경영평가 용역 제안서 평가위원 예비후보자 추천 요청,1
7298,"혁신도시 산학연 클러스터 용지 입주 및 양도(양수, 임차 등) 관련 재안내",9
7299,2021년도 데이터기반행정 활성화 시행계획 수립 및 제출 요청,3
7300,「2021년 공공기관 개인정보보호 관리수준 진단」추진계획 및 매뉴얼 송부,3
7301,「공공주택특별법」일부개정법률안에 대한 의견 조회(이주환의원 대표발의),2
7302,2021년 상반기 공개채용 면접위원 추천 요청,4
7303,어린이 교통안전용품 옐로카드 제작 및 배부 매뉴얼                                              (학교안전교육 7대표준안 교통안전 교육자료 추가),4
7304,재택교육「디지털트랜스포메이션시대의 스마트 리더십과정」 교육운영 안내,4
7305,노동이사제 추진현황조사 협조 요청,1
7306,신기술(NET) 구매실적 제출 요청,5
7307,「공공주택특별법」일부개정법률안에 대한 의견 조회(정청래의원 대표발의),2
7308,「공공주택특별법」일부개정법률안에 대한 의견 조회(이주환의원 대표발의),2
7309,「공공주택특별법」일부개정법률안에 대한 의견 조회(심상정의원 대표발의),2
7310,정보화사업 성과관리 및 정보시스템 운영성과 담당자 교육 참석 요청,3
7311,전라북도 도시재생지원센터 업무 처리 변경 알림,13
7312,「2021년 국민이 제안하고 개선하는 민생규제 혁신공모전」공모기간 연장 안내,12
7313,정보화사업 제안서 평가위원 추천 요청,3
7314,지방공공기관 임대료 인하 등 현황조사 협조 요청,11
7315,『2021 전기안전관리 유공자(개인·단체)』 포상 안내,4
7316,민원 빅데이터 동향「국민의 소리」제608호 알림,4
7317,2021년 온라인(재택형) 제1기 공무원이 알아야 할 민법과정(핵심-공통) 교육 신청 안내,4
7318,2021년 4월 중 국가민방위재난안전교육원 사이버교육과정 안내,4
7319,노동이사제 추진현황조사 협조 요청,4
7320,'21년 4월 국토교통인재개발원 교육 과정(집합 교육) 신청 안내,4
7321,「중대재해처벌법」제정에 따른 지방공기업 대응 관련 영상회의 개최 알림,4
7322,수사협조의뢰(부송4지구 개발관련 자료 요청),9
7323,중증장애인생산품 우선구매제도 안내,5
7324,「2021년 데이터 플래그십 사업」공모 안내,3
7325,도시재생 사업 관리카드(인정사업) 제출 요청 / 2월말 기준,13
7326,지방공기업 도시재생 뉴딜사업 적극 참여 요청,2
7327,경상북도개발공사 제9대 사장 취임 알림,4
7328,2020년 지방체육진흥사업 정산 확정 안내,12
7329,제안서 평가 의뢰(수소충전시스템),5
7330,2021년 인권교육(사이버교육과정) 재안내,12
7331,지적공부정리알림,9
7332,전북개발공사 노동조합 2021년도 제1차 정기총회 개최 통지,4
7333,2021년 정부·공공기관 웹사이트 운영 실태조사 협조 요청,3
7334,2021년도 호국보훈의 달 모범취업자 포상 추천 의뢰,4
7335,감사교육원 4월 교육과정(비대면 집합교육과정) 신청 안내,4
7336,「공공주택특별법」일부개정법률안에 대한 의견 조회(박상혁의원 대표발의),2
7337,전산장비 통합유지관리 사업 제안서 적합성 평가위원회 평가위원 참석 요청,3
7338,「2021년 지방공무원 적극행정 운영지침」송부 및 실행계획 수립·제출 요청,1
7339,2021년 중소기업제품 구매실적 집계용 기업 DB(1차) 송부 및 협조요청,5
7340,2021년 지방공기업 신속집행시스템 유지관리 사업 업무수행 결과 제출 (2월),3
7341,코로나19 예방을 위한 지방공공기관 시험 방역관리 지침(3판) 통보,4
7342,'21년 공공빅데이터 「온라인 분석서비스  설명회」및 「분석참조모델  온라인 교육」 개최 안내,3
7343,2020년 공공부문 근로자 정기실태조사 및 사전심사제 운영현황 조사 실시 안내,4
7344,전라북도 남원의료원 의료진 숙소 증축공사 위탁 요청 철회,2
7345,외부강의 등 신고 및 대가기준 준수 이행실태 점검을 위한 협조 요청,12
7346,2020년 국립공원공단 사회적가치·혁신 우수사례 공유,1
7347,평가위원 선정 통보 및 제안서 평가참석 협조,1
7348,「공공주택특별법」일부개정법률안에 대한 의견 조회(문진석의원 대표발의),2
7349,「공공주택특별법」일부개정법률안에 대한 의견 조회(장경태의원 대표발의),2
7350,사업수행능력평가(PQ)를 위한 업무여유도 등 조회 요청,7
7351,"중증장애인생산품(데스크톱 컴퓨터, KF마스크, 판촉물) 우선구매 협조요청",5
7352,「제1차 데이터기반행정 활성화 기본계획(2021-2023)」수립·시행 안내,3
7353,과천도시공사 단체협약 체결을 위한 자료 요청,4
7354,전라북도인재개발원 사이버교육 2월중 수료자 명단 송부(공기업·출연기관),4
7355,「지방공기업 설립기준」및「지방공기업 인사조직 운영기준」개정(안)에 대한 의견수렴,4
7356,'21년 도시재생 뉴딜사업 제1차  신규선정 일정 알림 및 사전컨설팅 협조 요청,13
7357,익산시 수소충전소 설계변경 승인 통보,8
7358,코로나19 예방을 위한 지방공공기관 시험 방역관리 지침 통보,4
7359,지방공기업 통합경영공시 분기 및 반기항목 입력 협조,4
7360,2021년「지방공기업 신입직원과정 제4기」 교육대상자 확정 통보,4
7361,2021.  3월 조달교육원 온라인 실시간 원격교육(재택수업) 추가모집 안내,4
7362,2021.  3월 조달교육원 온라인 실시간 원격교육(재택수업) 추가모집 안내,4
7363,「제1기 지방공기업 계약·회계실무」과정 실시간 화상교육 안내 및 교육대상자 추천 요청,4
7364,「나주 마한역사문화 조사&#12539;연구 및 정비계획」제안서 평가위원(후보자) 추천 요청,7
7365,재난안전사고 실적 확인를 위한 자료 제출 요청,4
7366,사업수행능력평가(PQ)를 위한 업무중복도 등 조회 요청(내촌면 내리 도시개발구역 지정 및 개발계획 수립 용역),7
7367,2021년 전북 공공기관 사회적경제기업 제품 우선구매계획 제출 요청,5
7368,일상감사 의견 통보(고창 백양지구 도시개발사업 구역지정 및 실시설계용역),7
7369,도시재생 사업 관리카드(주거지지원형) 제출 요청 / 2월말 기준,13
7370,2021년 4월 재택교육과정 운영 및 교육대상자 접수 안내,4
7371,가족친화 직장환경 조성사업 추진계획 알림,4
7372,2021년 4월 재난안전 교육과정 안내 및 교육생 추천 협조 요청,4
7373,2021년 분야별 데이터 수요 조사 협조 요청,3
7374,국세통계센터 이용대상자 확대 안내,5
7375,행정·공공기관 웹사이트 구축·운영 가이드 개정 배포,3
7376,한국부동산원 임직원의 외부강의 등 참여현황 자료 협조 요청,12
7377,「경상남도 해양레저 육성 종합계획 연구용역」 제안서 평가위원(후보자) 공개모집 안내,6
7378,민원 빅데이터 동향「국민의 소리」제607호(2월동향) 알림,4
7379,사업수행능력평가(PQ)를 위한 업무중복도 등 조회 요청(송림초교주변구역 주거환경개선사업 정비기반시설공사(도로 등) 건설사업관리용역),7
7380,2021~2023년도 정보화사업 제안서 평가위원회 후보군 추천 요청,3
7381,2021년 정보공개 종합평가 계획 안내,4
7382,공공계약 관련 경미한 사안의 부정당 제재 감경 협조 요청,5
7383,2021년도 공공기관 청렴도 측정 기본계획 및 자체청렴도 측정 가이드라인 통보,12
7384,"[법정교육]2021년 3월, 4월, 5월 재난안전종사자 교육 참석 협조의 건",4
7385,국민신문고 민원·제안 이송사유 제공에 따른 유의사항 안내,4
7386,2021년 지방공기업 및 지방출자·출연기관 임금피크제 운영현황 파악,4
7387,2021년 사전협의·성과관리 업무매뉴얼 배부 안내,1
7388,청렴교육강사 명칭 사용에 관한 안내,12
7389,코로나19 「개인안심번호」도입 및 이용 안내 협조 요청,1
7390,New-Normal 시대의 부서장(팀장) 갈등관리 과정(제2021-1기) 개설안내,4
7391,개정된 노동법 이해와 노무관리의 실제(제2021-1기) 개설안내,4
7392,군산시 분양가심사위원회 위원 추천 요청,10
7393,2020년 서대문구도시관리공단 인권경영 추진 보고서 공유 및 전파,12
7394,제안서 평가위원 후보자 추천 요청(통합정보시스템 유지관리 용역),3
7395,사회적 거리두기 조정에 따른 방역조치 준수 요청,4
7396,2021년 온라인(재택형) 제2기 알기 쉬운 법령 만들기 과정(중앙ㆍ공공) 교육 신청 안내,4
7397,2021년도 출연기관 등 경영평가를 위한 경영실적보고서 제출 요청(수정),1
7398,2021년도 녹색제품 구매이행계획 제출 촉구,5
7399,2020사업연도 지방공기업 결산자료 작성 및 제출 요청,5
7400,안산도시공사 제안서 평가위원 추천(지원) 요청,7
7401,'21년 도시재생 뉴딜사업 추진 관련 회의 참석 요청,13
7402,전북도내 중증장애인생산품 홍보 및 구매 협조 요청,5
7403,2021 적극행정강사 운영방안 및 모집 협조,1
7404,2021년도 조달계약사업 조기집행 협조 요청,5
7405,거시기장터 국가품질인증 상품전×대한민국 농할갑시다 홍보 및 구매 협조 요청,4
7406,2020년 도시개발사업 현황 자료 추가 보완 요청,7
7407,2021년 온라인(재택형) 제2기 사례중심 규제법령정비과정(공통) 및 제1기 법제실습과정(주택ㆍ건설 분야-공통) 교육 신청 안내,4
7408,"[법정교육]2021년 3월, 4월, 5월 재난안전종사자 교육 참석 협조의 건",4
7409,저소득계층 임대보증금 지원대상자 채권양도 해지 요청(노미*),11
7410,초입지 개발 투자를 위한 관계기관 협의 참석 요청,7
7411,2021년 제6차 정보통신 사업 보안성 검토 알림,3
7412,2021년 공공기관 성희롱·성폭력 고충상담원 교육 운영(4월~5월) 안내,4
7413,"2021년 온라인(재택형) 제1기 지방계약관계 법령의 이해과정(핵심-지방, 공공) 교육 신청 안내",4
7414,「나주읍성 종합정비계획 수립 용역」제안서 평가위원(후보자) 추천 요청,7
7415,2021년 상반기 ‘지자체 건의과제’ 발굴 협조 요청,12
7416,전북개발공사 홈페이지 웹접근성 준수 여부 검토 관련 보고자료 제출,3
7417,2021년 2월 지방공기업평가원 교육프로그램 수료자 명단 알림,4
7418,2021년 2월 유형별 민원분류기준표 정비결과 알림,4
7419,해안침식 모니터링 카메라 설치 협조 요청,6
7420,2021년 마을관리협동조합 전문교육 운영 안내,13
7421,전주공예품전시관 3월 추천상품 홍보 협조요청(정부산하기관 외),4
7422,「중대재해처벌법」제정에 따른 지방공기업 대응계획 수립 등 협조 요청,4
7423,「공공주택특별법」 일부개정법률안에 대한 의견 조회(김교흥의원 대표발의),10
7424,2021년 전자정부 성과관리 시행계획 안내,3
7425,지방공기업 신속집행시스템 유지관리 사업 정산반환 결과 안내 및 사업비 납부 요청,3
7426,2020년 충북개발공사 혁신경영 우수사례 공유,1
7427,새만금 수상태양광(2구역) 공유수면 점용·사용 허가증 교부 알림,8
7428,2021년도 공공주택 입주자 소득 및 자산기준 등 재통보,11
7429,국가기록원 기록관리교육센터 2021년 3월 중 교육과정 안내,4
7430,2021년 온라인(재택형) 제2기 행정법실무과정-핵심(중앙ㆍ지방ㆍ공공) 교육 신청 안내,4
7431,2021년 사랑나눔 실천을 위한「1인 1나눔 계좌갖기」참여 협조 요청,12
7432,"2021년  제1기  알기 쉬운 법령 만들기 과정(중앙, 공공)  수료자 명단 통보",4
7433,전라북도 도시재생지원센터장 채용 관련 위촉 알림,4
7434,기존주택 국가유공자 등 우선공급 협조 요청,11
7435,평가위원 추천 요청,1
7436,「도시재생 활성화 및 지원에 관한 특별법 일부 개정법률안」(조오섭의원 대표발의)에 대한 의견조회,2
7437,'21년 3월 교육훈련 대상자(실시간 온라인 재택교육) 명단 및 수강안내,4
7438,공공조달 통계자료('21년 2월) 제출 요청,5
7439,2021년 공공기관 기록관리 중점 추진사항 배포,4
7440,「서천군 도시재생전략계획 변경 및 인정사업계획 수립 용역」제안서 평가위원(후보자) 공개모집,2
7441,지방공기업 상반기 신속집행 3월 제고대책 자료제출 요청,1
7442,"2020년 공공데이터 청년인턴십 사업(품질, 실측) 결과 및 후속조치 안내",3
7443,2021년 공공부문 SW저작권 무료 방문교육 안내,3
7444,지방계약 우수사례 및 아이디어 공모,5
7445,중증장애인생산품 판매채널(구매경로) 신설 및 최초 구매 이벤트 안내(지방공기업),4
7446,지방공공기관 추가 자문분야 및 지원 방안 등 수요 조사,4
7447,2021년 지방공공기관 상시 자문 지원 안내,4
7448,'21년 3월 교육훈련 대상자(집합교육)명단 및 입교 안내,4
7449,민원 빅데이터 동향「국민의 소리」제606호 알림,4
7450,고양시정연구원 연구직 채용 홍보 협조 요청,4
7451,2021년 3월 KMA 포럼 참가자 모집 안내,4
7452,재택교육「재난안전 실무자 전문과정 제1기」 교육운영 안내,4
7453,2021년 4월 농식품공무원교육원 교육과정 신청안내,4
7454,재택교육「조직관리 리더십과정 제1기」 교육운영 안내,4
7455,재택교육「워라밸과 행복한 일터 만들기과정 제1기」교육운영 안내,4
7456,2021년 3월 조달전문 이러닝 과정 운영 안내,4
7457,2021년 3~4월 한국기상산업기술원 국가인적자원개발컨소시엄 교육과정 안내,4
7458,계약방법결정[일반(총액)협상에의한계약] 및 구매추진 안내-35213007400,5
7459,'21년도 상반기 지방공사채 발행 사전승인 신청 관련 안내,5
7460,국유재산 매매계약 체결안내,9
7461,오룡동 노인회관 신축공사 옹벽설치 관련 협조 요청,10
7462,2020회계연도 지방공기업 및 출연기관 결산서 제출 요청,5
7463,KAIST 국가미래전략고위과정(ASP) 제15기 교육생 모집(교육일정 조정),4
7464,조달요청에 대한 구매업무 협의 - 352130513400,5
7465,2021년 사랑나눔 실천을 위한『1인 1나눔 계좌갖기』 참여 협조 요청,12
7466,2021년 영조물손해배상공제 정기등록 현황 재확인 요청,6
7467,공공건축 사업계획 사전검토 온라인신청 전환 안내,10
7468,2020년 지방공기업 신속집행시스템 재구축 사업 업무 수행 결과 및 정산결과 안내,3
7469,지방공기업 상생결제제도 도입 협조 요청,5
7470,혁신조달 경진대회 우수사례집 발간 및 배부 안내,5
7471,공공임대주택(국민ㆍ영구ㆍ행복주택) 관련 재정 소요액 제출 요청(2차),10
7472,「행정정보 공동이용 지침」 일부개정(안) 의견조회,3
7473,전국도시재생지원센터협의회 운영위원회 개최 알림,13
7474,「`22년 공공용 주파수 수급계획」 수립 대비 주파수 이용계획 및 이용현황 제출 안내,4
7475,민원 빅데이터 동향「국민의 소리」활용도 조사 협조 요청,4
7476,재택교육「문화체육시설 관리운영과정 제1기」 교육운영 안내,4
7477,"2021년 온라인(재택형) 제1기 법령입안 활용과정(중앙, 공공) 교육 신청 안내",4
7478,KLID아카데미 3월 온라인 화상교육 수강신청 안내(공공기관),4
7479,2021년 1분기 정책정보 확인주간 운영 홍보콘텐츠 점검실적 제출 요청,12
7480,2021년 광주광역시도시공사 정보화사업 제안서 평가위원 추천 요청,3
7481,'21년 도시재생 뉴딜사업 신규공모 회차별 신청 수요조사,13
7482,'21년 도시재생 뉴딜사업 신규공모 회차별 신청 수요조사,13
7483,‘20년 장애인 고용의무 불이행 명단공표 제외기관 후속조치 재 안내,4
7484,국회의원(유경준 의원) 요구자료 제출 협조 요청,1
7485,지방공공기관(공사·공단) 일반현황 자료집 발간을 위한 자료 제출,1
7486,초미세먼지 고농도 비상저감조치(차량 2부제 등)에 따른 기초자료 제출 촉구,4
7487,지적측량성과납품 및 수수료 청구,9
7488,계약방법결정[제한(총액) 협상에 의한 계약] 및 구매추진 안내-35213006900,5
7489,2021년 공공 웹사이트 관리 추진계획 및 정책정보확인주간 운영계획 송부,3
7490,코로나19 방역조치로 인한 시설공단 등 휴업 및 축소운영 현황 파악 협조요청,4
7491,2021년 3월 기금 사업자대출 수요조사 실시,5
7492,수목진료에 대한 나무병원의 업무범위와 대가기준 알림(지방 공기업),7
7493,수목진료에 대한 나무병원의 업무범위와 대가기준 알림(지방 공기업),6
7494,데이터기반행정 활성화를 위한 '공동활용데이터 등록관리시스템' 온라인 교육 안내,3
7495,2020년 GH 경기주택도시공사 혁신성과 사례 공유,1
7496,철근 계약금액 조정(인상) 알림,5
7497,2021년 건물시설물재해복구공제 정기등록 현황 재확인 요청,6
7498,「지방공기업 청년 체험형 인턴 운영 지침」통보 및 채용·운영계획 작성 요청,4
7499,최연숙 국회의원 요구자료(공공시설 매점현황) 제출 요청,1
7500,2021년도 공공주택 입주자 소득 및 자산기준 등 통보,11
7501,'21년 도시재생 뉴딜사업 신규 선정계획 설명회 개최 알림,13
7502,직장운동경기부 운영 지방공공기관 현원 파악 협조 요청,4
7503,2021년 온라인(재택형) 제1기 공공기관 직원을 위한 법제 특강 과정 교육 신청 안내,4
7504,신원조사 결과 회보,4
7505,2021년 한국지역정보개발원 모바일 지식서비스 신청 안내,3
7506,2021년 건축공간연구원(AURI) 전문가 연구과제 수요조사 협조 요청,10
7507,재택교육「2021년 기능연속성제도 계획 수립 실무자과정」운영 안내,4
7508,2021년 공공데이터 기업매칭사업 매칭데이 안내,3
7509,2021년도 지방공기업 교육훈련 계획 통보,4
7510,지방공기업 통합경영공시기준 일부개정 통보,4
7511,21년 상반기 지방공기업 신속집행 세부계획서 제출 협조,1
7512,진행중인 용역 참여연구원 업무중첩도 확인 요청,2
7513,도시개발사업 추진 관련 협의 방문 협조 요청,2
7514,2021년 지방공기업 신속집행시스템 유지관리 사업 업무수행 결과 제출 (1월),3
7515,「거창군 도시재생 활성화계획 수립 용역」제안서 평가위원 모집 공고 안내,2
7516,'21년도 수요자제안형 혁신시제품 지정을 위한 도전적 과제 제안 요청,5
7517,2021년도(2020년도 실적) 지방공기업 경영평가 사회적 가치지표(녹색제품 구매실적) 최종 평가결과 알림,5
7518,도시개발사업 추진 관련 협의 방문 협조 요청,7
7519,전주시 수소버스충전소 구축사업 관련 기술검토 신청서 날인 송부,8
7520,차세대 사회보장정보시스템 구축에 따른 기존 연계기관 연계전환 협조요청,3
7521,용역업체 정보보안 관리 강화 협조 요청,3
7522,국유재산 매매계약 체결안내,9
7523,제안서 평가위원 추천 의뢰(도유림 활용 기본구상 연구용역)(이메일 수정),7
7524,한국국토정보공사 소프트웨어사업 과업심의위원회 운영을 위한 위원 후보자 추천 요청,3
7525,제안서 평가위원 추천 의뢰(도유림 활용 기본구상 연구용역),7
7526,2021년 상반기 일자리연계형 지원주택 사업 공모시행 안내,2
7527,사회적 거리두기 조정에 따른 방역조치 준수 요청,4
7528,2021년 온라인(재택형) 제1기 법령해석과정(공공) 교육 신청 안내,4
7529,2021년 온라인(재택형) 제1기 건축 관계 법령의 이해과정 및 제2기 행정법실무과정-기초(중앙ㆍ지방ㆍ공공) 교육 신청 안내,4
7530,창녕군시설관리공단 중장기 경영전략 전파,1
7531,2021년 3월 재난안전 교육과정 안내 및 교육생 추천 협조 요청(추가모집),4
7532,민원 빅데이터 동향「국민의 소리」제605호 알림,4
7533,"2021년 온라인(재택형) 제1기 사례중심 보건의료 법제의 이해과정(중앙, 지방, 공공) 교육 신청 안내",4
7534,한국지방재정공제회 회원사 교육비 무료 지원안내,4
7535,[KOTRA] 글로벌 비즈니스 컨설턴트(7기) 추가모집 안내,4
7536,&#65378;도시재생 뉴딜사업 추진실적 평가&#65379; 관련 자문의견 송부 및 최종평가자료 제출 요청,13
7537,'21년도 수요자제안형 혁신시제품 지정을 위한 도전적 과제 제안 요청,5
7538,2021년 전라북도 중소기업제품 공공구매 추진 협조 요청,5
7539,"새만금 관광,레저용지 제1지구(초입지) 세부추진 계획서 제출",7
7540,20년 공공기관 민원처리 실태점검 계획 통보,4
7541,고충민원 해소 제도개선 관련 자료제출 요청(2차),12
7542,2021년 상반기 지방재정 신속집행에 대한 협조 요청,1
7543,2021년 정기 재산변동신고 제출 독려 협조 알림,12
7544,2021.  3월 조달교육원 온라인 실시간 원격교육(재택수업) 신청 안내,4
7545,전라북도 혁신도시발전위원회 서면심의 결과 안내,4
7546,2021년 지방공공기관 사이버교육 수요조사 실시 안내,4
7547,2021년 3월 중 국가민방위재난안전교육원 사이버교육과정 안내,4
7548,청렴연수원 청렴교육 신청 안내(3월),12
7549,중소기업제품 구매실적 및 계획 미입력(오입력) 기관 및 조정협의 수정입력 안내,5
7550,도의회 의원 서류(자료) 요구자료 제출 협조 요청(김기영 의원),1
7551,제도개선 이행현황 상시점검체계 운영 협조 요청,12
7552,홈페이지 내 개인정보 유출 예방을 위한 노출 조기경보 시스템 운영 안내 및 협조 요청,3
7553,정보화사업 사전협의 제도 개선에 따른 담당자 교육 참석 신청,3
7554,2021년 공공정보화사업 담당자 온라인 교육 참석 요청,3
7555,제안서 평가위원(후보자) 모집 및 등록안내(도시재생 활성화계획 재수립 용역),2
7556,김기영 도의원 요구자료 제출 요청,1
7557,전북개발공사 비상임이사(강순풍) 연임 알림,1
7558,2021년 겨울철 공공기관 에너지이용합리화 추진방안 안내 및 점검결과 회신 요청,6
7559,「국민이 제안하고 개선하는 민생규제 혁신공모전」참여 협조,12
7560,충청남도개발공사 제6대 사장 취임 안내,4
7561,2021년 3월 농식품공무원교육원 집합교육 추가모집 안내,4
7562,재택교육「셀프리더십과정」 교육운영 안내,4
7563,2021년 전북 사회적경제기업 인프라 지원사업 공모 신청에 따른 중복지원 및 결격사유 확인 요청,4
7564,「행정기관 및 공공기관 정보시스템 구축·운영 지침」등 개정·시행 알림,3
7565,정이품송 자목 유상분양,7
7566,민원 빅데이터 동향「국민의 소리」제604호 알림,4
7567,정보공개 공무원창구 인터넷망 사용 관련 협조요청,4
7568,충청남도개발공사 인권경영 실행 성과 공유 및 전파,12
7569,2021년 찾아가는 도민 인구교육 안내 및 교육수요 제출요청(2.22.까지),4
7570,"2021년 온라인(재택형) 제1기 알기 쉬운 법령 만들기 과정(중앙, 공공)  교육 대상자 안내",4
7571,2021년 맞춤형교육 운영 안내,4
7572,2021년 온라인(재택형) 제1기 국가계약관계 법령의 이해과정(핵심) 교육 신청 안내,4
7573,"2021년 온라인(재택형) 제1기 법령입안심화과정(중앙, 공공) 교육 신청 안내",4
7574,2020년 공공기관 개인정보 관리수준 진단 결과 통보,3
7575,21년도 상반기 지방공기업 재정 신속집행 비현금성 자료제출,1
7576,국회의원(신동근 의원) 요구자료 제출 요청,1
7577,2021년 지방공기업 교육담당자 간담회 개최 안내,4
7578,(수정)2021년 상반기 도시재생 생활기술학교 전문가 과정 안내,4
7579,2021년 제1차 「전북혁신네트워크」 회의 결과 알림,1
7580,납품기한 변경 알림-35203043300,5
7581,2021년 상반기 도시재생 생활기술학교 전문가 과정 안내,13
7582,지방공기업평가원「2021년 교육훈련 계획 」안내,4
